date,longitude,latitude,ozone
1985-10-01T00:00:00Z,-28.125,-73.5,209
1985-10-01T00:00:00Z,-26.875,-73.5,209
1985-10-01T00:00:00Z,-25.625,-73.5,209
1985-10-01T00:00:00Z,5.625,-73.5,186
1985-10-01T00:00:00Z,6.875,-73.5,186
1985-10-01T00:00:00Z,8.125,-73.5,186
1985-10-01T00:00:00Z,9.375,-73.5,186
1985-10-01T00:00:00Z,10.625,-73.5,188
1985-10-01T00:00:00Z,11.875,-73.5,188
1985-10-01T00:00:00Z,13.125,-73.5,188
1985-10-01T00:00:00Z,14.375,-73.5,188
1985-10-01T00:00:00Z,25.625,-73.5,193
1985-10-01T00:00:00Z,26.875,-73.5,193
1985-10-01T00:00:00Z,28.125,-73.5,193
1985-10-01T00:00:00Z,29.375,-73.5,193
1985-10-01T00:00:00Z,30.625,-73.5,191
1985-10-01T00:00:00Z,31.875,-73.5,191
1985-10-01T00:00:00Z,33.125,-73.5,191
1985-10-01T00:00:00Z,34.375,-73.5,191
1985-10-01T00:00:00Z,35.625,-73.5,191
1985-10-01T00:00:00Z,36.875,-73.5,191
1985-10-01T00:00:00Z,38.125,-73.5,191
1985-10-01T00:00:00Z,39.375,-73.5,191
1985-10-01T00:00:00Z,45.625,-73.5,189
1985-10-01T00:00:00Z,46.875,-73.5,189
1985-10-01T00:00:00Z,48.125,-73.5,189
1985-10-01T00:00:00Z,49.375,-73.5,189
1985-10-01T00:00:00Z,50.625,-73.5,184
1985-10-01T00:00:00Z,51.875,-73.5,184
1985-10-01T00:00:00Z,53.125,-73.5,184
1985-10-01T00:00:00Z,54.375,-73.5,184
1985-10-01T00:00:00Z,55.625,-73.5,180
1985-10-01T00:00:00Z,56.875,-73.5,180
1985-10-01T00:00:00Z,58.125,-73.5,180
1985-10-01T00:00:00Z,59.375,-73.5,180
1985-10-01T00:00:00Z,70.625,-73.5,.
1985-10-01T00:00:00Z,71.875,-73.5,.
1985-10-01T00:00:00Z,73.125,-73.5,.
1985-10-01T00:00:00Z,74.375,-73.5,.
1985-10-01T00:00:00Z,75.625,-73.5,.
1985-10-01T00:00:00Z,76.875,-73.5,.
1985-10-01T00:00:00Z,78.125,-73.5,.
1985-10-01T00:00:00Z,79.375,-73.5,.
1985-10-01T00:00:00Z,160.625,-73.5,215
1985-10-01T00:00:00Z,161.875,-73.5,215
1985-10-01T00:00:00Z,163.125,-73.5,215
1985-10-01T00:00:00Z,164.375,-73.5,215
1985-10-01T00:00:00Z,175.625,-73.5,209
1985-10-01T00:00:00Z,176.875,-73.5,209
1985-10-01T00:00:00Z,178.125,-73.5,209
1985-10-01T00:00:00Z,179.375,-73.5,209
1985-10-01T00:00:00Z,-179.375,-72.5,312
1985-10-01T00:00:00Z,-178.125,-72.5,312
1985-10-01T00:00:00Z,-176.875,-72.5,312
1985-10-01T00:00:00Z,-175.625,-72.5,312
1985-10-01T00:00:00Z,-174.375,-72.5,319
1985-10-01T00:00:00Z,-173.125,-72.5,319
1985-10-01T00:00:00Z,-171.875,-72.5,319
1985-10-01T00:00:00Z,-170.625,-72.5,319
1985-10-01T00:00:00Z,-169.375,-72.5,320
1985-10-01T00:00:00Z,-168.125,-72.5,320
1985-10-01T00:00:00Z,-166.875,-72.5,320
1985-10-01T00:00:00Z,-165.625,-72.5,320
1985-10-01T00:00:00Z,-164.375,-72.5,311
1985-10-01T00:00:00Z,-163.125,-72.5,311
1985-10-01T00:00:00Z,-161.875,-72.5,311
1985-10-01T00:00:00Z,-160.625,-72.5,311
1985-10-01T00:00:00Z,-159.375,-72.5,300
1985-10-01T00:00:00Z,-158.125,-72.5,300
1985-10-01T00:00:00Z,-156.875,-72.5,300
1985-10-01T00:00:00Z,-155.625,-72.5,300
1985-10-01T00:00:00Z,-154.375,-72.5,290
1985-10-01T00:00:00Z,-153.125,-72.5,290
1985-10-01T00:00:00Z,-151.875,-72.5,290
1985-10-01T00:00:00Z,-150.625,-72.5,290
1985-10-01T00:00:00Z,-149.375,-72.5,267
1985-10-01T00:00:00Z,-148.125,-72.5,267
1985-10-01T00:00:00Z,-146.875,-72.5,267
1985-10-01T00:00:00Z,-145.625,-72.5,267
1985-10-01T00:00:00Z,-144.375,-72.5,226
1985-10-01T00:00:00Z,-143.125,-72.5,226
1985-10-01T00:00:00Z,-141.875,-72.5,226
1985-10-01T00:00:00Z,-140.625,-72.5,226
1985-10-01T00:00:00Z,-139.375,-72.5,210
1985-10-01T00:00:00Z,-138.125,-72.5,210
1985-10-01T00:00:00Z,-136.875,-72.5,210
1985-10-01T00:00:00Z,-135.625,-72.5,210
1985-10-01T00:00:00Z,-134.375,-72.5,197
1985-10-01T00:00:00Z,-133.125,-72.5,197
1985-10-01T00:00:00Z,-131.875,-72.5,197
1985-10-01T00:00:00Z,-130.625,-72.5,197
1985-10-01T00:00:00Z,-129.375,-72.5,195
1985-10-01T00:00:00Z,-128.125,-72.5,195
1985-10-01T00:00:00Z,-126.875,-72.5,195
1985-10-01T00:00:00Z,-125.625,-72.5,195
1985-10-01T00:00:00Z,-124.375,-72.5,200
1985-10-01T00:00:00Z,-123.125,-72.5,200
1985-10-01T00:00:00Z,-121.875,-72.5,200
1985-10-01T00:00:00Z,-120.625,-72.5,200
1985-10-01T00:00:00Z,-119.375,-72.5,203
1985-10-01T00:00:00Z,-118.125,-72.5,203
1985-10-01T00:00:00Z,-116.875,-72.5,203
1985-10-01T00:00:00Z,-115.625,-72.5,203
1985-10-01T00:00:00Z,-114.375,-72.5,201
1985-10-01T00:00:00Z,-113.125,-72.5,201
1985-10-01T00:00:00Z,-111.875,-72.5,201
1985-10-01T00:00:00Z,-110.625,-72.5,201
1985-10-01T00:00:00Z,-109.375,-72.5,198
1985-10-01T00:00:00Z,-108.125,-72.5,198
1985-10-01T00:00:00Z,-106.875,-72.5,198
1985-10-01T00:00:00Z,-105.625,-72.5,198
1985-10-01T00:00:00Z,-104.375,-72.5,196
1985-10-01T00:00:00Z,-103.125,-72.5,196
1985-10-01T00:00:00Z,-101.875,-72.5,196
1985-10-01T00:00:00Z,-100.625,-72.5,196
1985-10-01T00:00:00Z,-99.375,-72.5,192
1985-10-01T00:00:00Z,-98.125,-72.5,192
1985-10-01T00:00:00Z,-96.875,-72.5,192
1985-10-01T00:00:00Z,-95.625,-72.5,192
1985-10-01T00:00:00Z,-94.375,-72.5,204
1985-10-01T00:00:00Z,-93.125,-72.5,204
1985-10-01T00:00:00Z,-91.875,-72.5,204
1985-10-01T00:00:00Z,-90.625,-72.5,204
1985-10-01T00:00:00Z,-89.375,-72.5,209
1985-10-01T00:00:00Z,-88.125,-72.5,209
1985-10-01T00:00:00Z,-86.875,-72.5,209
1985-10-01T00:00:00Z,-85.625,-72.5,209
1985-10-01T00:00:00Z,-84.375,-72.5,206
1985-10-01T00:00:00Z,-83.125,-72.5,206
1985-10-01T00:00:00Z,-81.875,-72.5,206
1985-10-01T00:00:00Z,-80.625,-72.5,206
1985-10-01T00:00:00Z,-79.375,-72.5,208
1985-10-01T00:00:00Z,-78.125,-72.5,208
1985-10-01T00:00:00Z,-76.875,-72.5,208
1985-10-01T00:00:00Z,-75.625,-72.5,208
1985-10-01T00:00:00Z,-74.375,-72.5,205
1985-10-01T00:00:00Z,-73.125,-72.5,205
1985-10-01T00:00:00Z,-71.875,-72.5,205
1985-10-01T00:00:00Z,-70.625,-72.5,205
1985-10-01T00:00:00Z,-69.375,-72.5,208
1985-10-01T00:00:00Z,-68.125,-72.5,208
1985-10-01T00:00:00Z,-66.875,-72.5,208
1985-10-01T00:00:00Z,-65.625,-72.5,208
1985-10-01T00:00:00Z,-64.375,-72.5,223
1985-10-01T00:00:00Z,-63.125,-72.5,223
1985-10-01T00:00:00Z,-61.875,-72.5,223
1985-10-01T00:00:00Z,-60.625,-72.5,223
1985-10-01T00:00:00Z,-59.375,-72.5,232
1985-10-01T00:00:00Z,-58.125,-72.5,232
1985-10-01T00:00:00Z,-56.875,-72.5,232
1985-10-01T00:00:00Z,-55.625,-72.5,232
1985-10-01T00:00:00Z,-54.375,-72.5,238
1985-10-01T00:00:00Z,-53.125,-72.5,238
1985-10-01T00:00:00Z,-51.875,-72.5,238
1985-10-01T00:00:00Z,-50.625,-72.5,238
1985-10-01T00:00:00Z,-49.375,-72.5,243
1985-10-01T00:00:00Z,-48.125,-72.5,243
1985-10-01T00:00:00Z,-46.875,-72.5,243
1985-10-01T00:00:00Z,-45.625,-72.5,243
1985-10-01T00:00:00Z,-44.375,-72.5,232
1985-10-01T00:00:00Z,-43.125,-72.5,232
1985-10-01T00:00:00Z,-41.875,-72.5,232
1985-10-01T00:00:00Z,-40.625,-72.5,232
1985-10-01T00:00:00Z,-39.375,-72.5,220
1985-10-01T00:00:00Z,-38.125,-72.5,220
1985-10-01T00:00:00Z,-36.875,-72.5,220
1985-10-01T00:00:00Z,-35.625,-72.5,220
1985-10-01T00:00:00Z,-34.375,-72.5,211
1985-10-01T00:00:00Z,-33.125,-72.5,211
1985-10-01T00:00:00Z,-31.875,-72.5,211
1985-10-01T00:00:00Z,-30.625,-72.5,211
1985-10-01T00:00:00Z,-29.375,-72.5,202
1985-10-01T00:00:00Z,-28.125,-72.5,202
1985-10-01T00:00:00Z,-26.875,-72.5,202
1985-10-01T00:00:00Z,-25.625,-72.5,202
1985-10-01T00:00:00Z,-24.375,-72.5,203
1985-10-01T00:00:00Z,-23.125,-72.5,203
1985-10-01T00:00:00Z,-21.875,-72.5,203
1985-10-01T00:00:00Z,-20.625,-72.5,203
1985-10-01T00:00:00Z,-19.375,-72.5,203
1985-10-01T00:00:00Z,-18.125,-72.5,203
1985-10-01T00:00:00Z,-16.875,-72.5,203
1985-10-01T00:00:00Z,-15.625,-72.5,203
1985-10-01T00:00:00Z,-14.375,-72.5,198
1985-10-01T00:00:00Z,-13.125,-72.5,198
1985-10-01T00:00:00Z,-11.875,-72.5,198
1985-10-01T00:00:00Z,-10.625,-72.5,198
1985-10-01T00:00:00Z,-9.375,-72.5,192
1985-10-01T00:00:00Z,-8.125,-72.5,192
1985-10-01T00:00:00Z,-6.875,-72.5,192
1985-10-01T00:00:00Z,-5.625,-72.5,192
1985-10-01T00:00:00Z,-4.375,-72.5,190
1985-10-01T00:00:00Z,-3.125,-72.5,190
1985-10-01T00:00:00Z,-1.875,-72.5,190
1985-10-01T00:00:00Z,-0.625,-72.5,190
1985-10-01T00:00:00Z,0.625,-72.5,188
1985-10-01T00:00:00Z,1.875,-72.5,188
1985-10-01T00:00:00Z,3.125,-72.5,188
1985-10-01T00:00:00Z,4.375,-72.5,188
1985-10-01T00:00:00Z,5.625,-72.5,186
1985-10-01T00:00:00Z,6.875,-72.5,186
1985-10-01T00:00:00Z,8.125,-72.5,186
1985-10-01T00:00:00Z,9.375,-72.5,186
1985-10-01T00:00:00Z,10.625,-72.5,195
1985-10-01T00:00:00Z,11.875,-72.5,195
1985-10-01T00:00:00Z,13.125,-72.5,195
1985-10-01T00:00:00Z,14.375,-72.5,195
1985-10-01T00:00:00Z,15.625,-72.5,201
1985-10-01T00:00:00Z,16.875,-72.5,201
1985-10-01T00:00:00Z,18.125,-72.5,201
1985-10-01T00:00:00Z,19.375,-72.5,201
1985-10-01T00:00:00Z,20.625,-72.5,201
1985-10-01T00:00:00Z,21.875,-72.5,201
1985-10-01T00:00:00Z,23.125,-72.5,201
1985-10-01T00:00:00Z,24.375,-72.5,201
1985-10-01T00:00:00Z,25.625,-72.5,199
1985-10-01T00:00:00Z,26.875,-72.5,199
1985-10-01T00:00:00Z,28.125,-72.5,199
1985-10-01T00:00:00Z,29.375,-72.5,199
1985-10-01T00:00:00Z,30.625,-72.5,198
1985-10-01T00:00:00Z,31.875,-72.5,198
1985-10-01T00:00:00Z,33.125,-72.5,198
1985-10-01T00:00:00Z,34.375,-72.5,198
1985-10-01T00:00:00Z,35.625,-72.5,197
1985-10-01T00:00:00Z,36.875,-72.5,197
1985-10-01T00:00:00Z,38.125,-72.5,197
1985-10-01T00:00:00Z,39.375,-72.5,197
1985-10-01T00:00:00Z,40.625,-72.5,196
1985-10-01T00:00:00Z,41.875,-72.5,196
1985-10-01T00:00:00Z,43.125,-72.5,196
1985-10-01T00:00:00Z,44.375,-72.5,196
1985-10-01T00:00:00Z,45.625,-72.5,196
1985-10-01T00:00:00Z,46.875,-72.5,196
1985-10-01T00:00:00Z,48.125,-72.5,196
1985-10-01T00:00:00Z,49.375,-72.5,196
1985-10-01T00:00:00Z,50.625,-72.5,191
1985-10-01T00:00:00Z,51.875,-72.5,191
1985-10-01T00:00:00Z,53.125,-72.5,191
1985-10-01T00:00:00Z,54.375,-72.5,191
1985-10-01T00:00:00Z,55.625,-72.5,187
1985-10-01T00:00:00Z,56.875,-72.5,187
1985-10-01T00:00:00Z,58.125,-72.5,187
1985-10-01T00:00:00Z,59.375,-72.5,187
1985-10-01T00:00:00Z,60.625,-72.5,180
1985-10-01T00:00:00Z,61.875,-72.5,180
1985-10-01T00:00:00Z,63.125,-72.5,180
1985-10-01T00:00:00Z,64.375,-72.5,180
1985-10-01T00:00:00Z,65.625,-72.5,.
1985-10-01T00:00:00Z,66.875,-72.5,.
1985-10-01T00:00:00Z,68.125,-72.5,.
1985-10-01T00:00:00Z,69.375,-72.5,.
1985-10-01T00:00:00Z,70.625,-72.5,.
1985-10-01T00:00:00Z,71.875,-72.5,.
1985-10-01T00:00:00Z,73.125,-72.5,.
1985-10-01T00:00:00Z,74.375,-72.5,.
1985-10-01T00:00:00Z,75.625,-72.5,.
1985-10-01T00:00:00Z,76.875,-72.5,.
1985-10-01T00:00:00Z,78.125,-72.5,.
1985-10-01T00:00:00Z,80.625,-72.5,.
1985-10-01T00:00:00Z,81.875,-72.5,.
1985-10-01T00:00:00Z,83.125,-72.5,.
1985-10-01T00:00:00Z,84.375,-72.5,.
1985-10-01T00:00:00Z,85.625,-72.5,.
1985-10-01T00:00:00Z,86.875,-72.5,.
1985-10-01T00:00:00Z,88.125,-72.5,.
1985-10-01T00:00:00Z,89.375,-72.5,.
1985-10-01T00:00:00Z,90.625,-72.5,.
1985-10-01T00:00:00Z,91.875,-72.5,.
1985-10-01T00:00:00Z,93.125,-72.5,.
1985-10-01T00:00:00Z,94.375,-72.5,.
1985-10-01T00:00:00Z,95.625,-72.5,.
1985-10-01T00:00:00Z,96.875,-72.5,.
1985-10-01T00:00:00Z,98.125,-72.5,.
1985-10-01T00:00:00Z,99.375,-72.5,.
1985-10-01T00:00:00Z,100.625,-72.5,.
1985-10-01T00:00:00Z,101.875,-72.5,.
1985-10-01T00:00:00Z,103.125,-72.5,.
1985-10-01T00:00:00Z,104.375,-72.5,.
1985-10-01T00:00:00Z,105.625,-72.5,.
1985-10-01T00:00:00Z,106.875,-72.5,.
1985-10-01T00:00:00Z,108.125,-72.5,.
1985-10-01T00:00:00Z,109.375,-72.5,.
1985-10-01T00:00:00Z,110.625,-72.5,.
1985-10-01T00:00:00Z,111.875,-72.5,.
1985-10-01T00:00:00Z,113.125,-72.5,.
1985-10-01T00:00:00Z,114.375,-72.5,.
1985-10-01T00:00:00Z,115.625,-72.5,185
1985-10-01T00:00:00Z,116.875,-72.5,185
1985-10-01T00:00:00Z,118.125,-72.5,185
1985-10-01T00:00:00Z,119.375,-72.5,185
1985-10-01T00:00:00Z,120.625,-72.5,190
1985-10-01T00:00:00Z,121.875,-72.5,190
1985-10-01T00:00:00Z,123.125,-72.5,190
1985-10-01T00:00:00Z,124.375,-72.5,190
1985-10-01T00:00:00Z,125.625,-72.5,193
1985-10-01T00:00:00Z,126.875,-72.5,193
1985-10-01T00:00:00Z,128.125,-72.5,193
1985-10-01T00:00:00Z,129.375,-72.5,193
1985-10-01T00:00:00Z,130.625,-72.5,195
1985-10-01T00:00:00Z,131.875,-72.5,195
1985-10-01T00:00:00Z,133.125,-72.5,195
1985-10-01T00:00:00Z,134.375,-72.5,195
1985-10-01T00:00:00Z,135.625,-72.5,204
1985-10-01T00:00:00Z,136.875,-72.5,204
1985-10-01T00:00:00Z,138.125,-72.5,204
1985-10-01T00:00:00Z,139.375,-72.5,204
1985-10-01T00:00:00Z,140.625,-72.5,215
1985-10-01T00:00:00Z,141.875,-72.5,215
1985-10-01T00:00:00Z,143.125,-72.5,215
1985-10-01T00:00:00Z,144.375,-72.5,215
1985-10-01T00:00:00Z,145.625,-72.5,219
1985-10-01T00:00:00Z,146.875,-72.5,219
1985-10-01T00:00:00Z,148.125,-72.5,219
1985-10-01T00:00:00Z,149.375,-72.5,219
1985-10-01T00:00:00Z,150.625,-72.5,221
1985-10-01T00:00:00Z,151.875,-72.5,221
1985-10-01T00:00:00Z,153.125,-72.5,221
1985-10-01T00:00:00Z,154.375,-72.5,221
1985-10-01T00:00:00Z,155.625,-72.5,222
1985-10-01T00:00:00Z,156.875,-72.5,222
1985-10-01T00:00:00Z,158.125,-72.5,222
1985-10-01T00:00:00Z,159.375,-72.5,222
1985-10-01T00:00:00Z,160.625,-72.5,226
1985-10-01T00:00:00Z,161.875,-72.5,226
1985-10-01T00:00:00Z,163.125,-72.5,226
1985-10-01T00:00:00Z,164.375,-72.5,226
1985-10-01T00:00:00Z,165.625,-72.5,229
1985-10-01T00:00:00Z,166.875,-72.5,229
1985-10-01T00:00:00Z,168.125,-72.5,229
1985-10-01T00:00:00Z,169.375,-72.5,229
1985-10-01T00:00:00Z,170.625,-72.5,226
1985-10-01T00:00:00Z,171.875,-72.5,226
1985-10-01T00:00:00Z,173.125,-72.5,226
1985-10-01T00:00:00Z,174.375,-72.5,226
1985-10-01T00:00:00Z,175.625,-72.5,216
1985-10-01T00:00:00Z,176.875,-72.5,216
1985-10-01T00:00:00Z,178.125,-72.5,216
1985-10-01T00:00:00Z,179.375,-72.5,216
1985-10-01T00:00:00Z,-179.375,-71.5,324
1985-10-01T00:00:00Z,-178.125,-71.5,324
1985-10-01T00:00:00Z,-176.875,-71.5,324
1985-10-01T00:00:00Z,-175.625,-71.5,324
1985-10-01T00:00:00Z,-174.375,-71.5,320
1985-10-01T00:00:00Z,-173.125,-71.5,320
1985-10-01T00:00:00Z,-171.875,-71.5,320
1985-10-01T00:00:00Z,-170.625,-71.5,320
1985-10-01T00:00:00Z,-169.375,-71.5,336
1985-10-01T00:00:00Z,-168.125,-71.5,336
1985-10-01T00:00:00Z,-166.875,-71.5,336
1985-10-01T00:00:00Z,-165.625,-71.5,336
1985-10-01T00:00:00Z,-164.375,-71.5,333
1985-10-01T00:00:00Z,-163.125,-71.5,333
1985-10-01T00:00:00Z,-161.875,-71.5,333
1985-10-01T00:00:00Z,-160.625,-71.5,333
1985-10-01T00:00:00Z,-159.375,-71.5,323
1985-10-01T00:00:00Z,-158.125,-71.5,323
1985-10-01T00:00:00Z,-156.875,-71.5,323
1985-10-01T00:00:00Z,-155.625,-71.5,323
1985-10-01T00:00:00Z,-154.375,-71.5,308
1985-10-01T00:00:00Z,-153.125,-71.5,308
1985-10-01T00:00:00Z,-151.875,-71.5,308
1985-10-01T00:00:00Z,-150.625,-71.5,308
1985-10-01T00:00:00Z,-149.375,-71.5,295
1985-10-01T00:00:00Z,-148.125,-71.5,295
1985-10-01T00:00:00Z,-146.875,-71.5,295
1985-10-01T00:00:00Z,-145.625,-71.5,295
1985-10-01T00:00:00Z,-144.375,-71.5,244
1985-10-01T00:00:00Z,-143.125,-71.5,244
1985-10-01T00:00:00Z,-141.875,-71.5,244
1985-10-01T00:00:00Z,-140.625,-71.5,244
1985-10-01T00:00:00Z,-139.375,-71.5,218
1985-10-01T00:00:00Z,-138.125,-71.5,218
1985-10-01T00:00:00Z,-136.875,-71.5,218
1985-10-01T00:00:00Z,-135.625,-71.5,218
1985-10-01T00:00:00Z,-134.375,-71.5,206
1985-10-01T00:00:00Z,-133.125,-71.5,206
1985-10-01T00:00:00Z,-131.875,-71.5,206
1985-10-01T00:00:00Z,-130.625,-71.5,206
1985-10-01T00:00:00Z,-129.375,-71.5,199
1985-10-01T00:00:00Z,-128.125,-71.5,199
1985-10-01T00:00:00Z,-126.875,-71.5,199
1985-10-01T00:00:00Z,-125.625,-71.5,199
1985-10-01T00:00:00Z,-124.375,-71.5,199
1985-10-01T00:00:00Z,-123.125,-71.5,199
1985-10-01T00:00:00Z,-121.875,-71.5,199
1985-10-01T00:00:00Z,-120.625,-71.5,199
1985-10-01T00:00:00Z,-119.375,-71.5,204
1985-10-01T00:00:00Z,-118.125,-71.5,204
1985-10-01T00:00:00Z,-116.875,-71.5,204
1985-10-01T00:00:00Z,-115.625,-71.5,204
1985-10-01T00:00:00Z,-114.375,-71.5,201
1985-10-01T00:00:00Z,-113.125,-71.5,201
1985-10-01T00:00:00Z,-111.875,-71.5,201
1985-10-01T00:00:00Z,-110.625,-71.5,201
1985-10-01T00:00:00Z,-109.375,-71.5,203
1985-10-01T00:00:00Z,-108.125,-71.5,203
1985-10-01T00:00:00Z,-106.875,-71.5,203
1985-10-01T00:00:00Z,-105.625,-71.5,203
1985-10-01T00:00:00Z,-104.375,-71.5,203
1985-10-01T00:00:00Z,-103.125,-71.5,203
1985-10-01T00:00:00Z,-101.875,-71.5,203
1985-10-01T00:00:00Z,-100.625,-71.5,203
1985-10-01T00:00:00Z,-99.375,-71.5,202
1985-10-01T00:00:00Z,-98.125,-71.5,202
1985-10-01T00:00:00Z,-96.875,-71.5,202
1985-10-01T00:00:00Z,-95.625,-71.5,202
1985-10-01T00:00:00Z,-94.375,-71.5,212
1985-10-01T00:00:00Z,-93.125,-71.5,212
1985-10-01T00:00:00Z,-91.875,-71.5,212
1985-10-01T00:00:00Z,-90.625,-71.5,212
1985-10-01T00:00:00Z,-89.375,-71.5,215
1985-10-01T00:00:00Z,-88.125,-71.5,215
1985-10-01T00:00:00Z,-86.875,-71.5,215
1985-10-01T00:00:00Z,-85.625,-71.5,215
1985-10-01T00:00:00Z,-84.375,-71.5,215
1985-10-01T00:00:00Z,-83.125,-71.5,215
1985-10-01T00:00:00Z,-81.875,-71.5,215
1985-10-01T00:00:00Z,-80.625,-71.5,215
1985-10-01T00:00:00Z,-79.375,-71.5,215
1985-10-01T00:00:00Z,-78.125,-71.5,215
1985-10-01T00:00:00Z,-76.875,-71.5,215
1985-10-01T00:00:00Z,-75.625,-71.5,215
1985-10-01T00:00:00Z,-74.375,-71.5,219
1985-10-01T00:00:00Z,-73.125,-71.5,219
1985-10-01T00:00:00Z,-71.875,-71.5,219
1985-10-01T00:00:00Z,-70.625,-71.5,219
1985-10-01T00:00:00Z,-69.375,-71.5,212
1985-10-01T00:00:00Z,-68.125,-71.5,212
1985-10-01T00:00:00Z,-66.875,-71.5,212
1985-10-01T00:00:00Z,-65.625,-71.5,212
1985-10-01T00:00:00Z,-64.375,-71.5,237
1985-10-01T00:00:00Z,-63.125,-71.5,237
1985-10-01T00:00:00Z,-61.875,-71.5,237
1985-10-01T00:00:00Z,-60.625,-71.5,237
1985-10-01T00:00:00Z,-59.375,-71.5,244
